0,1,21,61,7,1,4,3,19,82,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,121,7,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,16,20,18,62,25,6,2,18,13,4027,0,0,0,0,0,0,0,0,0,0,
0,9,5,1,22,65,3,23,262,2425,32,23,22,170,1750,1,76,2,15,66,185,
2,1,33,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,44,1,4,3,141,145,13,11,4020,17,0,0,0,0,0,0,0,0,0,0,
3,1,26,20,94,4,56,18,259,20,38,20,25,125,35,284,2,36,0,0,0,
2,1,21,95,7,330,1,78,184,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,26,7,5,78,1012,562,2,11,0,0,0,0,0,0,0,0,0,0,0,
2,9,1,4,59,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,5,23,1294,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,116,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,31,12,80,15,59,1,58,2,323,24,11,6,144,19,137,0,0,0,0,0,
0,10,1,4,3,18,123,6,311,2,269,269,0,0,0,0,0,0,0,0,0,
2,185,107,197,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,12,904,194,1,194,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,53,12,1,4,3,8,263,108,84,4,6,14,13,11,1209,155,671,0,0,0,
0,190,1044,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,122,7,1,3,14,6,52,2,0,0,0,0,0,0,0,0,0,0,0,
1,12,1,4,3,13,11,6,33,764,2,0,0,0,0,0,0,0,0,0,0,
3,31,12,1,21,26,7,10,9,110,1,22,65,3,1,58,4,92,1,35,88,
3,1,14,19,91,23,297,60,60,1178,1,20,38,948,125,140,45,75,18,202,34,
2,20,35,1247,20,73,2787,5387,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,45,35,49,102,1,4,3,2574,44,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,121,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5,1,22,15,39,24,22,14,66,912,719,25,6,100,5789,2,1,72,719,24,
1,351,3748,130,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,16,1,164,22,15,3,77,19,128,169,25,6,2,868,32,367,118,1,132,1,
2,37,18,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,37,1,113,7,5,312,2152,1,58,15,56,16,1,28,256,63,34,10,56,34,
2,123,8,585,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,21,88,1,4,3,40,92,111,83,0,0,0,0,0,0,0,0,0,0,
0,31,1,26,7,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,22,15,3,73,1,4,115,77,19,1,4,5,1136,39,54,156,0,0,0,0,
1,31,12,1,5,19,5,166,133,67,68,2,83,0,0,0,0,0,0,0,0,
0,1,170,3,23,38,23,38,130,126,1,10,98,32,3,66,76,582,32,32,546,
0,1,62,22,15,3,4219,2,60,1,49,2532,123,11,0,0,0,0,0,0,0,
2,4368,1017,319,8,117,1,84,4,97,16,55,55,55,296,7,74,0,0,0,0,
1,1,21,26,7,55,1,10,45,84,109,2,42,50,17,0,0,0,0,0,0,
1,1,4,3,33,120,2,13,644,13,644,4,360,0,0,0,0,0,0,0,0,
2,9,12,16,1,22,396,19,2351,117,47,4,32,246,41,4,1708,2352,3659,53,0,
2,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,21,26,7,10,1,22,65,3,459,2,18,551,0,0,0,0,0,0,0,
3,1,62,1,16,22,15,3,286,319,102,843,5120,2,38,202,4,18,202,5121,1,
0,37,12,1,15,3,4,58,4,8,703,102,25,265,686,966,58,6,4029,4,5,
0,1,21,30,146,20,30,29,7,1,10,59,6,2719,34,14,0,0,0,0,0,
0,31,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,53,1,22,15,51,32,16,130,126,2,14,76,5,89,3,4,70,23,38,23,
0,113,64,3,40,92,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,22,15,3,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,27,1,190,15,3,6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,95,7,1,4,10,3,182,19,101,0,0,0,0,0,0,0,0,0,
3,521,3,1111,213,4651,15,3,4652,0,0,0,0,0,0,0,0,0,0,0,0,
1,48,1964,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,10,18,1,4,3,18,19,4280,18,4281,28,129,34,0,0,0,0,0,0,0,
2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,39,138,721,11,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,21,26,7,5151,15,167,17,0,0,0,0,0,0,0,0,0,0,0,0,
0,48,61,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,37,12,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,31,12,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,26,7,3,44,13,35,111,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,73,1,4,167,24,19,45,82,1,4,167,989,47,4,6280,152,15,314,2,13,
3,20,96,27,1,4,289,35,135,0,0,0,0,0,0,0,0,0,0,0,0,
2,95,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,21,95,7,1,5,167,106,298,5985,873,5,98,5986,201,1844,8,40,253,0,
0,29,7,1,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,53,55,10,61,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,316,47,4,5,66,18,349,2,14,18,229,18,2770,4,349,20,10,219,60,
1,37,12,1,5,1,72,16,10,325,8,590,1942,4,92,16,10,325,171,292,2,
0,9,1,392,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,8,10,1,47,4,5,4385,5,18,11,881,17,0,0,0,0,0,0,0,0,
1,1,22,396,6,17,42,35,27,1,111,0,0,0,0,0,0,0,0,0,0,
0,1,4,3,42,863,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,29,3,17,1,4,3,6,2,67,3905,60,35,27,1,136,40,253,17,0,0,
3,31,20,96,27,1,463,4,5,289,1,76,4,8,685,17,0,0,0,0,0,
1,31,12,1,5,196,517,58,2,865,5,6,14,417,2,13,11,27,1,1217,94,
3,1,21,26,7,45,58,3,330,2224,134,182,1766,0,0,0,0,0,0,0,0,
2,12,1,22,15,3,4,176,69,0,0,0,0,0,0,0,0,0,0,0,0,
1,12,30,29,7,5,481,90,90,184,548,184,298,500,508,10,87,4,3,6,82,
1,1,22,15,1228,99,17,833,676,1027,25,6,1549,2,18,42,84,126,2672,531,4,
1,37,12,1,22,15,59,9,67,68,2,63,13,11,6,0,0,0,0,0,0,
0,148,20,27,29,7,3,6,40,98,2,0,0,0,0,0,0,0,0,0,0,
3,9,1,21,248,7,10,51,4,258,81,103,36,0,0,0,0,0,0,0,0,
0,116,160,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,53,16,1,47,4,5,3513,366,23,5,3514,1043,2,0,0,0,0,0,0,0,
1,1,5,3,24,639,41,24,6,6,709,75,18,2161,167,27,1,89,17,0,0,
1,1,21,26,7,1,4,3,18,13,11,6,0,0,0,0,0,0,0,0,0,
2,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,599,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,37,12,1,4,5,93,206,169,25,6,46,547,46,68,42,24,11,172,0,0,
2,9,12,1,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,116,1040,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,30,1,1109,184,775,90,4,1,14,52,0,0,0,0,0,0,0,0,0,0,
2,102,102,3158,1729,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,561,216,90,739,216,776,298,90,200,90,342,630,79,41,0,0,0,0,0,0,
3,5,1,5,3,4048,1114,4049,38,8,126,5,92,126,134,25,1404,219,40,4,0,
2,5,1,1,465,4,10,1073,96,1432,5,9,4565,4566,17,0,0,0,0,0,0,
3,1156,6,1156,1015,1604,170,435,4694,275,828,4695,1258,61,6,4,828,4696,0,0,0,
0,1,4,3,18,28,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,8,57,10,1,46,23,1,245,4,81,23,143,60,35,135,35,1277,0,0,
1,1,62,26,5,3,188,8,27,29,2,57,2,6,14,60,11,646,1,54,6,
0,1,10,3,17,115,115,8,30,1,58,6,518,98,71,2,0,0,0,0,0,
0,1,1,1,1,100,10,97,15,446,2,24,86,6,107,45,64,24,86,208,100,
2,12,1,96,1,46,68,91,75,0,0,0,0,0,0,0,0,0,0,0,0,
0,2921,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,8,5,3,33,6,2,6,2,55,156,25,11,11,56,25,25,15,905,1182,
0,1,1,1,1,4,5,22,15,3,40,140,148,19,616,108,33,410,2,0,0,
2,40,35,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,48,16,22,15,3,405,24,11,43,23,4,39,325,2,0,0,0,0,0,0,
1,37,12,1,1,15,3,16,128,191,6,2,18,28,91,34,0,0,0,0,0,
3,45,64,3,18,3678,720,3679,41,4,17,0,0,0,0,0,0,0,0,0,0,
1,1,21,26,7,16,1,10,93,24,410,2,18,13,50,34,0,0,0,0,0,
2,597,2,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,62,84,4,15,3,9,662,750,4,63,49,42,11,39,54,110,156,4,56,
0,646,1,95,112,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,39,39,3273,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,29,7,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8,46,318,4,1,8,1,8,251,5299,4,16,1,15,25,22,15,59,58,6,
2,255,418,4,283,262,623,702,734,233,148,185,554,1461,164,48,0,0,0,0,0,
2,568,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,30,1,62,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,46,5004,5005,1,5006,406,4,6,14,18,5007,2,0,0,0,0,0,0,0,
2,23,8,4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,1,46,47,4,3,6,14,28,43,94,17,18,11,17,0,0,0,0,0,
2,1,21,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,12,1,75,22,2406,59,32,48,399,11,3,1136,76,1,70,63,23,3815,11,136,
2,1,62,4,176,18,62,13,3210,18,229,241,49,24,13,11,11,94,1203,0,0,
2,9,1,22,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,20,30,29,7,1,5,3,24,103,17,0,0,0,0,0,0,0,0,0,
2,1,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,53,1,22,15,3,45,131,27,203,186,2,0,0,0,0,0,0,0,0,0,
0,113,1,4,3,18,439,34,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5158,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,48,1,16,26,7,1,4,3,6,52,24,276,2,188,6,372,24,276,2,188,
0,304,14,13,50,240,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,31,1,5,3,1524,6,2,1830,46,24,120,2,13,28,205,34,0,0,0,0,
0,1,26,7,1,55,3,18,174,17,0,0,0,0,0,0,0,0,0,0,0,
0,80,7,57,3,6,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,58,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,3,6,15,663,156,532,353,8,35,43,54,0,0,0,0,0,0,0,
0,37,1,4,87,452,8,667,1039,187,0,0,0,0,0,0,0,0,0,0,0,
0,12,1,10,3,115,149,8,425,311,1631,4,188,66,107,1066,166,133,17,0,0,
2,1,8,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,85,4,51,48,339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,80,15,3,18,62,62,25,6,5,666,133,32,49,124,94,666,133,205,6,14,
0,31,1,5,64,3,13,28,203,34,0,0,0,0,0,0,0,0,0,0,0,
3,9,1,4,3,6,2,23,28,1077,1,1004,25,27,1,89,89,6146,2,1162,301,
0,2772,7,441,5103,1039,184,187,500,216,90,524,5104,238,0,0,0,0,0,0,0,
2,1,122,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,72,5,42,19,615,166,133,24,174,1,336,6,14,0,0,0,0,0,0,
2,158,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,46,3,1,72,2,42,19,55,18,174,34,0,0,0,0,0,0,0,0,
2,25,20,108,2839,27,2839,5442,2,0,0,0,0,0,0,0,0,0,0,0,0,
1,31,12,1,26,7,5,1,22,65,3,78,207,25,78,5,240,129,2,6,14,
2,5360,118,23,551,40,872,20,465,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,93,5,530,4,18,42,11,530,0,0,0,0,0,0,0,0,0,0,
1,9,1,121,7,23,3,8,181,89,105,292,89,0,0,0,0,0,0,0,0,
2,9,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,95,3,1000,19,40,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,48,5,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,6238,108,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,5481,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,18,47,4,56,20,741,40,56,17,0,0,0,0,0,0,0,0,0,0,
2,3,58,6,495,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,16,20,30,1,860,7,179,1,76,27,52,15,0,0,0,0,0,0,0,0,
3,1,88,3,3347,4,97,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1406,8,2477,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,9,1,121,7,1,4,4938,40,92,69,6,1292,0,0,0,0,0,0,0,0,
0,1,28,39,2175,377,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2980,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,57,3,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,57,7,1,4,3,6,82,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,60,118,23,102,10,140,118,23,38,20,38,22,0,0,0,0,0,0,0,
3,12,30,1,375,5,23,38,49,0,0,0,0,0,0,0,0,0,0,0,0,
1,12,1,5,47,15,3,153,13,11,85,0,0,0,0,0,0,0,0,0,0,
0,1,4,5,3,62,25,6,2,18,306,256,689,99,0,0,0,0,0,0,0,
1,148,30,29,7,5,87,1,5,3,18,972,13,50,34,0,0,0,0,0,0,
0,376,16,22,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,53,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,8,577,55,40,20,5446,258,40,212,0,0,0,0,0,0,0,0,0,0,
3,9,12,1,30,29,7,5,16,5,64,3,127,513,4,5,223,74,0,0,0,
2,465,123,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,89,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9,16,1,72,29,2,477,2,1,5480,41,204,15,16,1,47,198,167,36,31,
1,1,21,26,7,1,10,3,78,128,277,24,27,1,55,1,25,227,2,6,14,
2,1,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,266,457,5658,5659,2764,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,31,1,4,167,6,45,137,44,345,28,101,2,0,0,0,0,0,0,0,0,
0,80,7,1,5,3,14,6,82,2,0,0,0,0,0,0,0,0,0,0,0,
3,37,1,161,2,15,79,1,38,102,10,56,730,19,2398,4,733,156,18,675,23,
0,12,30,29,15,79,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,3,722,47,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,8,61,7,79,100,5,79,349,4,45,131,111,151,750,2,32,750,2,42,
2,23,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,21,26,7,10,1,4,59,6,50,34,0,0,0,0,0,0,0,0,0,
0,116,412,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,48,1,1,75,22,15,22,15,59,16,152,48,313,108,0,0,0,0,0,0,
0,37,30,29,7,1913,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,20,30,29,7,196,382,41,15,112,6,14,42,278,11,43,1,14,13,86,208,
3,53,1,316,1,1,19,273,66,4,3,147,2682,261,17,330,231,844,1,5,1,
0,9,1,21,26,7,1,75,48,22,396,470,45,8,146,5,283,1734,303,4,18,
1,16,1,526,370,33,722,24,11,43,3,4,54,2,32,25,21,91,119,26,7,
0,9,1,121,7,1,4,254,52,2,0,0,0,0,0,0,0,0,0,0,0,
0,53,1,19,5,210,138,10,22,1,15,3,17,0,0,0,0,0,0,0,0,
1,9,1,21,26,7,45,46,3,225,89,35,89,0,0,0,0,0,0,0,0,
2,31,9,597,597,1,832,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,61,3,1,165,4194,25,19,5,695,18,14,13,19,2254,0,0,0,0,0,0,
0,67,55,1,1227,324,20,17,5,1,196,382,41,1,19,1147,1060,117,32,5,652,
3,158,214,1,296,74,72,7,23,38,1,2636,24,153,22,1,350,4,81,0,0,
1,12,1,4,3,181,4,92,691,4,92,609,215,33,19,5,166,133,2,40,5068,
2,20,30,1,539,38,7,64,131,3056,0,0,0,0,0,0,0,0,0,0,0,
1,9,12,1,21,26,7,16,23,206,267,25,33,6,195,2,32,46,109,24,11,
1,30,1,194,7,3,49,181,443,0,0,0,0,0,0,0,0,0,0,0,0,
1,37,113,7,1,10,3,55,182,6,11,119,0,0,0,0,0,0,0,0,0,
1,1,4,3,18,141,145,11,43,17,0,0,0,0,0,0,0,0,0,0,0,
1,20,10,56,6,2,76,301,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,9,204,112,94,4,92,40,92,24,1197,158,570,6080,0,0,0,0,0,0,0,
2,9,1,25,21,95,15,334,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,12,30,29,7,1,5,3,1,5,422,154,25,6,577,2,49,24,315,2,
2,9,1,75,9,3599,4,92,22,15,3,16,9,251,75,147,3,32,379,110,567,
3,37,12,599,242,242,131,352,4,8,5,3827,108,5,36,0,0,0,0,0,0,
0,16,1,22,65,3,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,31,12,5,18,14,6,52,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,9,32,226,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,22,15,51,45,360,2,120,2,44,11,161,1172,4265,0,0,0,0,0,0,
3,376,16,1,431,15,3,23,73,1,4,0,0,0,0,0,0,0,0,0,0,
0,31,12,80,15,81,69,114,6,0,0,0,0,0,0,0,0,0,0,0,0,
3,2807,32,66,106,464,156,71,185,280,1123,4,2098,2877,0,0,0,0,0,0,0,
0,29,1,4,1455,6,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,73,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,1,22,15,3,19,269,124,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,38,4,13,1634,5398,36,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5,1,22,15,59,24,406,109,2,18,13,28,300,34,0,0,0,0,0,0,
1,1,4,51,188,35,27,1,89,17,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,21,61,7,1,291,4,97,44,11,2114,6,340,137,0,0,0,0,0,
2,624,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,47,4,56,18,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,551,2,4053,1,8,179,91,2,20,13,473,36,0,0,0,0,0,0,0,
1,16,1,4,3,42,19,15,98,11,172,0,0,0,0,0,0,0,0,0,0,
0,12,1,4,692,18,18,6,14,13,11,90,839,90,0,0,0,0,0,0,0,
2,31,12,9,1,66,4649,251,4650,2657,10,118,0,0,0,0,0,0,0,0,0,
2,48,20,239,202,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,8,121,15,3,72,7,10,3,138,22,303,2,110,10,3,1,189,8,22,
0,53,1,75,80,7,1,182,3,11,256,2,0,0,0,0,0,0,0,0,0,
2,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,19,3610,263,257,6,14,24,11,6,52,2,0,0,0,0,0,0,0,
0,33,731,722,2,32,42,11,1036,288,155,17,1,102,87,27,20,0,0,0,0,
0,5,1,277,277,155,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,9,1,22,15,51,8,64,3,4,24,432,246,41,19,273,4,6,14,13,19,
0,537,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,3,3,290,2,1,21,1206,7,10,3,0,0,0,0,0,0,0,0,0,
1,37,150,20,27,1,194,171,744,1,10,406,4,8,6233,32,24,141,145,13,50,
0,37,12,1,22,65,3,5,277,25,180,6,5,6415,75,32,6,14,24,86,6,
3,5617,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,9,5,701,16,1,196,207,32,294,15,3,115,976,77,4,8,9,5,0,0,
2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,12,8,46,318,1,62,85,15,54,8,1,3,110,2310,165,339,2,1,350,
2,9,5,113,7,472,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,9,1,38,4,15,1156,119,4,3,239,22,159,31,0,0,0,0,0,0,
2,1,55,18,72,35,416,52,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,57,7,441,187,848,200,960,298,2030,601,216,4,112,129,6,82,2,0,0,0,
1,1,21,26,7,16,109,2,44,24,11,5,43,39,34,0,0,0,0,0,0,
0,139,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,12,282,157,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,26,7,1,22,65,3,77,1412,1942,85,63,14,11,144,27,1,193,0,0,
3,1,21,26,20,7,45,64,3,330,19,844,66,310,81,134,138,2824,2,1114,81,
2,9,189,22,22,132,142,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1117,7,1,4,1,4,5,477,4,5,167,6,2,11,0,0,0,0,0,0,
0,17,1,21,26,7,2771,1945,2825,4,93,44,33,6,2825,2,32,147,123,27,1,
0,80,15,16,45,3,572,9,5111,15,81,4,5,5,5,5,637,4,15,176,103,
2,53,1,26,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,29,7,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,14,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9,20,30,1,157,3,72,101,2,36,0,0,0,0,0,0,0,0,0,0,
1,9,10,3,69,114,69,114,16,194,7,32,152,221,32,1,1,49,991,0,0,
2,76,1,4,70,28,163,42,8,5,2871,1101,0,0,0,0,0,0,0,0,0,
2,9,12,1,26,7,64,3,8,40,92,1955,0,0,0,0,0,0,0,0,0,
2,48,61,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,9,1,21,26,7,10,10,51,24,109,174,17,0,0,0,0,0,0,0,0,
0,113,1,5,1,4,3,6,2,36,3,6,2,28,0,0,0,0,0,0,0,
0,80,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,31,12,1,177,128,154,78,5,454,1743,3814,608,14,69,6,98,366,42,28,54,
2,76,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,12,5,594,70,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,66,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,12,116,143,7,66,13,285,24,24,33,15,24,28,2,158,1,72,0,0,
1,113,1,10,1,47,4,5,355,6274,2,18,6,14,13,28,43,34,0,0,0,
